@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
5424,'2019/02/13 20:53:08:697',10,0.03937,0,0.03937,0.055118,0.055118,0.181102,-0.047244,-0.007874,-0.007874,0.023622,-0.015748,-0.023622,-0.023622,-0.023622,-0.125984,0,0.037476,-0.35144,-0.610962,0.708374,-0.487305,-0.922852,0.012695,0.8125,2.8125,0.375,1,0
5425,'2019/02/13 20:53:08:719',10,0.110236,-0.015748,0.015748,0.023622,0.007874,0.03937,0.244094,0.23622,0.110236,0.023622,-0.023622,-0.023622,0,-0.023622,-0.11811,-0.023622,0.037476,-0.35199,-0.611023,0.708069,-0.461426,-0.918945,0.001465,-1.3125,2.625,2.1875,1,0
5426,'2019/02/13 20:53:08:764',10,0.133858,-0.03937,0,-0.007874,0.03937,0.07874,0,0.015748,-0.204724,0.047244,-0.03937,-0.047244,-0.03937,0.031496,0.110236,0.007874,0.037842,-0.352173,-0.611267,0.707764,-0.429688,-0.900391,-0.025391,1.9375,0.5,0.5,1,0
5427,'2019/02/13 20:53:08:802',10,0.070866,-0.031496,-0.03937,-0.07874,-0.086614,-0.007874,0.149606,0.031496,0.11811,0.031496,0.023622,0.047244,-0.015748,-0.094488,0.023622,0.110236,0.037231,-0.352295,-0.611816,0.707275,-0.453613,-0.931641,-0.009277,-3.75,-1.5625,3.3125,1,0
5428,'2019/02/13 20:53:08:820',10,-0.03937,-0.023622,-0.007874,-0.015748,0.015748,0.015748,0.086614,0.094488,-0.015748,0,-0.023622,-0.015748,-0.015748,-0.03937,0.07874,-0.047244,0.036011,-0.352295,-0.611877,0.707275,-0.46582,-0.934082,-0.002441,-2.125,-2.625,3.6875,1,0
5429,'2019/02/13 20:53:08:843',10,-0.007874,0,-0.015748,-0.015748,-0.015748,0.055118,0.086614,-0.062992,-0.03937,-0.015748,-0.007874,-0.007874,0.007874,-0.007874,-0.07874,-0.007874,0.035217,-0.352234,-0.612061,0.707153,-0.447754,-0.933594,0.000977,-2.75,-2.875,4.1875,1,0
5430,'2019/02/13 20:53:08:877',10,0.204724,-0.047244,0.023622,0.03937,0.031496,0.031496,0.141732,0.07874,0.11811,-0.015748,-0.015748,-0.023622,-0.015748,0.031496,0.062992,0.03937,0.032837,-0.3526,-0.612061,0.707092,-0.460449,-0.915039,0.040527,-4.3125,-3.125,7.375,1,0
5431,'2019/02/13 20:53:08:914',10,-0.047244,0.03937,-0.03937,-0.07874,-0.03937,0.031496,0.03937,0.007874,-0.228346,-0.031496,0.007874,0.031496,0.007874,-0.141732,0.165354,-0.086614,0.031616,-0.353027,-0.61084,0.708008,-0.512207,-0.898926,0.025391,1.375,-0.8125,1,1,0
5432,'2019/02/13 20:53:08:935',10,0.031496,0.023622,-0.031496,-0.007874,0,0.023622,-0.110236,0.031496,0.212598,0.023622,0.031496,0,0,0.133858,0.165354,0.188976,0.03064,-0.353699,-0.610657,0.707886,-0.533691,-0.936523,0.02832,-3.5,0.25,3.6875,1,0
5433,'2019/02/13 20:53:08:973',10,0.062992,0.007874,-0.007874,-0.015748,-0.047244,0.007874,-0.086614,0.094488,0.125984,-0.023622,-0.023622,-0.031496,-0.031496,0.015748,0.023622,0.015748,0.029419,-0.354553,-0.609924,0.70813,-0.487305,-0.883301,0.021973,-0.25,-0.8125,2.9375,1,0
5434,'2019/02/13 20:53:09:019',10,-0.055118,-0.023622,0,0,0,0.023622,-0.031496,-0.031496,0.094488,-0.031496,0,0,0,-0.047244,0.133858,0.125984,0.028748,-0.354492,-0.609802,0.708252,-0.461914,-0.90918,-0.012207,0.25,-2.25,2.75,1,0
5435,'2019/02/13 20:53:09:036',10,-0.204724,-0.007874,0.007874,0.007874,0.007874,-0.07874,0.007874,-0.062992,0.15748,0.007874,0,0,0.031496,-0.094488,-0.015748,0.094488,0.028015,-0.354675,-0.609924,0.70813,-0.475586,-0.916504,-0.010254,-1.625,-2.0625,4,1,0
5436,'2019/02/13 20:53:09:081',10,-0.165354,0.007874,-0.031496,-0.015748,0,0.031496,0.062992,-0.094488,0.031496,-0.015748,0.007874,0.015748,0.023622,0.07874,0.15748,0.086614,0.026978,-0.354858,-0.609558,0.708374,-0.496582,-0.897949,-0.00293,0.875,-0.8125,2.375,1,0
5437,'2019/02/13 20:53:09:116',10,0.094488,-0.031496,-0.007874,-0.023622,-0.015748,0,0.007874,0.062992,-0.07874,-0.015748,-0.007874,0,0.03937,-0.015748,-0.023622,0.023622,0.025818,-0.355835,-0.60968,0.707825,-0.48584,-0.900879,0.007324,-3.4375,0.5625,4.25,1,0
5438,'2019/02/13 20:53:09:142',10,0.11811,-0.007874,0.007874,0.015748,-0.007874,0.007874,-0.055118,0.15748,-0.464567,-0.023622,-0.086614,-0.086614,-0.015748,0.07874,-0.047244,-0.19685,0.025757,-0.35614,-0.609619,0.707703,-0.477051,-0.887207,0.000977,-0.25,1.3125,1.3125,1,0
5439,'2019/02/13 20:53:09:192',10,-0.15748,0.015748,0.007874,0.023622,0.07874,0.070866,-0.007874,-0.055118,0.015748,-0.007874,-0.007874,-0.03937,-0.047244,0.047244,0.055118,0.055118,0.024841,-0.357239,-0.610657,0.706299,-0.492188,-0.918945,0.003418,-7.8125,0.6875,4.0625,1,0
5440,'2019/02/13 20:53:09:207',10,-0.015748,0.023622,0.023622,0.070866,0.11811,-0.031496,0.031496,0.023622,0.23622,0,0.023622,-0.007874,-0.031496,0.188976,0.062992,0.094488,0.023682,-0.356934,-0.610413,0.706726,-0.488281,-0.854492,-0.006836,2.6875,-3.875,-1.1875,1,0
5441,'2019/02/13 20:53:09:237',10,0.055118,-0.015748,0.023622,0.015748,0,-0.133858,-0.055118,0.015748,0.03937,0.015748,-0.015748,-0.07874,-0.07874,-0.015748,0.015748,-0.03937,0.022827,-0.356567,-0.61084,0.706604,-0.536621,-0.945801,-0.01416,-2.8125,-4.5625,-0.4375,1,0
5442,'2019/02/13 20:53:09:274',10,0.07874,0.015748,0,0.031496,0.007874,-0.023622,-0.19685,-0.094488,0.110236,0,-0.023622,0.007874,0.023622,-0.007874,0.244094,0.125984,0.021362,-0.356262,-0.610962,0.706665,-0.495117,-0.863281,0.009766,-1.25,-2.75,1.8125,1,0
5443,'2019/02/13 20:53:09:311',10,-0.125984,-0.031496,-0.03937,-0.070866,-0.094488,-0.047244,0.03937,-0.062992,0.094488,-0.031496,0,0,0.023622,-0.031496,-0.023622,0.023622,0.020081,-0.356323,-0.611389,0.706299,-0.483887,-0.911621,0,-1.9375,-1.4375,3.6875,1,0
5444,'2019/02/13 20:53:09:341',10,0.047244,-0.007874,-0.015748,-0.015748,0,0.07874,0.007874,0.031496,0.031496,0,-0.031496,-0.015748,-0.015748,-0.031496,-0.03937,-0.03937,0.019348,-0.356384,-0.61145,0.706238,-0.468262,-0.900391,0.01416,-3.0625,-1.5,4.3125,1,0
5445,'2019/02/13 20:53:09:372',10,0.062992,-0.007874,-0.023622,0.007874,-0.007874,0.007874,0,0.007874,0.031496,-0.015748,-0.015748,-0.03937,-0.086614,-0.181102,-0.102362,-0.055118,0.018311,-0.356323,-0.611023,0.706665,-0.5,-0.919434,0.011719,1,-1.5625,2.5625,1,0
5446,'2019/02/13 20:53:09:416',10,-0.102362,0.015748,-0.007874,-0.015748,0.023622,0.094488,-0.086614,-0.062992,0.070866,0.023622,-0.023622,-0.031496,-0.047244,-0.086614,0.086614,0.023622,0.017029,-0.356262,-0.610901,0.706787,-0.471191,-0.903809,0.007813,-1.5625,-2.4375,3.9375,1,0
5447,'2019/02/13 20:53:09:437',10,-0.086614,-0.007874,-0.03937,-0.062992,-0.031496,-0.031496,0.086614,-0.015748,-0.03937,0,-0.031496,-0.023622,0,0.015748,-0.015748,-0.015748,0.016602,-0.356445,-0.610779,0.706848,-0.484863,-0.896973,-0.011719,0.375,-1.3125,3.1875,1,0
5448,'2019/02/13 20:53:09:477',10,-0.204724,-0.015748,-0.023622,0,0.007874,0.015748,0,-0.11811,0.259843,0.007874,0,-0.03937,-0.07874,-0.070866,-0.007874,0.102362,0.015442,-0.357178,-0.610718,0.706543,-0.491699,-0.883301,0.006348,-0.6875,-0.1875,3.1875,1,0
5449,'2019/02/13 20:53:09:514',10,-0.125984,-0.007874,-0.03937,-0.007874,-0.015748,0.070866,0.125984,-0.055118,0.047244,0,0.023622,0.015748,-0.015748,-0.133858,-0.07874,0.055118,0.014038,-0.35791,-0.610718,0.706177,-0.521973,-0.89502,-0.010742,-4.25,-1.4375,3.625,1,0
5450,'2019/02/13 20:53:09:534',10,0.259843,-0.03937,-0.023622,-0.031496,-0.055118,-0.015748,0.086614,0.212598,0,0.031496,-0.015748,-0.023622,0.03937,0.133858,-0.007874,0.031496,0.013245,-0.357849,-0.610718,0.706238,-0.491211,-0.891113,0.009277,-2.1875,-2.5625,3.375,1,0
5451,'2019/02/13 20:53:09:566',10,0.031496,-0.007874,-0.047244,-0.070866,-0.047244,-0.102362,0.047244,0.086614,0,-0.007874,-0.047244,-0.031496,-0.015748,-0.031496,-0.015748,0.015748,0.012756,-0.357056,-0.610718,0.706726,-0.490723,-0.902344,-0.011719,-0.875,-3.25,-0.3125,1,0
5452,'2019/02/13 20:53:09:612',10,0.181102,0.031496,0.007874,-0.007874,-0.062992,-0.094488,-0.07874,0.133858,-0.181102,-0.015748,-0.03937,-0.031496,0.03937,0.133858,0.110236,-0.149606,0.011597,-0.356201,-0.611145,0.706726,-0.46875,-0.884766,0.001465,-1.25,-3.8125,1.5,1,0
5453,'2019/02/13 20:53:09:641',10,0.055118,-0.047244,0,0,0.007874,-0.102362,0.11811,-0.007874,0.015748,-0.015748,0.015748,-0.031496,-0.047244,-0.03937,-0.07874,-0.031496,0.011169,-0.355713,-0.611084,0.707031,-0.490723,-0.866699,0.018555,-0.6875,-3.4375,-0.0625,1,0
5454,'2019/02/13 20:53:09:673',10,0.125984,-0.031496,-0.007874,-0.031496,0.055118,0.094488,0.023622,-0.031496,-0.11811,-0.015748,-0.031496,-0.007874,-0.03937,-0.047244,0.007874,-0.11811,0.010803,-0.355347,-0.611145,0.707214,-0.527832,-0.892578,0.013672,-3.6875,-0.5625,0.3125,1,0
5455,'2019/02/13 20:53:09:710',10,-0.03937,0.007874,0.031496,0.031496,0.055118,-0.031496,-0.03937,0,-0.015748,0.031496,0,0.007874,0.047244,0.11811,-0.023622,0.007874,0.010498,-0.355164,-0.61145,0.707031,-0.5,-0.876953,0.022949,-0.5,-0.5625,-0.6875,1,0
5456,'2019/02/13 20:53:09:737',10,0.07874,-0.015748,0.007874,0,-0.023622,0.03937,0,0.015748,-0.03937,-0.031496,-0.047244,-0.055118,-0.007874,-0.031496,0.07874,0.062992,0.010864,-0.354553,-0.611694,0.707092,-0.47998,-0.900391,0.006348,-0.4375,-1.25,-2.5625,1,0
5457,'2019/02/13 20:53:09:768',10,-0.047244,0.03937,0.023622,0.055118,0.023622,-0.055118,0.102362,0.094488,0.094488,-0.031496,-0.03937,-0.070866,-0.11811,-0.047244,0.188976,0.055118,0.010681,-0.353394,-0.612183,0.707275,-0.483398,-0.896973,0.000488,-1.5,-3.5625,-0.375,1,0
5458,'2019/02/13 20:53:09:806',10,0.322835,0.007874,0.015748,0.03937,-0.023622,-0.015748,0.15748,-0.015748,-0.188976,0,-0.031496,-0.031496,-0.007874,-0.11811,-0.07874,-0.070866,0.010742,-0.352173,-0.612122,0.707947,-0.490723,-0.885254,0.008301,1.125,-3,-2.875,1,0
5459,'2019/02/13 20:53:09:842',10,0.070866,0.007874,0.007874,0.015748,-0.007874,0.11811,0.110236,0.125984,0.055118,0.007874,-0.023622,0.015748,-0.015748,-0.086614,0.07874,-0.055118,0.01062,-0.351563,-0.612549,0.707886,-0.493652,-0.914063,0.000977,-2.375,-2.75,-1.625,1,0
5460,'2019/02/13 20:53:09:868',10,-0.149606,0.007874,-0.023622,-0.007874,0.023622,-0.149606,-0.173228,-0.149606,0.338583,0.015748,-0.007874,-0.023622,-0.062992,0.023622,0.055118,0.212598,0.010498,-0.350769,-0.612793,0.708069,-0.501465,-0.88623,0.018066,-0.4375,-1.1875,-2.125,1,0
5461,'2019/02/13 20:53:09:912',10,0.102362,-0.023622,0.031496,0.031496,-0.031496,0.165354,0.188976,0.133858,0.409449,-0.007874,-0.03937,-0.03937,-0.047244,-0.244094,-0.141732,-0.03937,0.010864,-0.350525,-0.613159,0.707825,-0.51709,-0.918945,0.010742,-2.6875,1.1875,-1.5,1,0
5462,'2019/02/13 20:53:09:949',10,0.11811,0.015748,0.03937,0.047244,0.125984,0.125984,0.023622,0.141732,-0.110236,-0.015748,0,0.007874,-0.023622,0.062992,-0.070866,-0.110236,0.010986,-0.350586,-0.613403,0.707581,-0.507324,-0.899902,0.004883,-1.9375,1.3125,-1.4375,1,0
5463,'2019/02/13 20:53:09:973',10,-0.181102,-0.031496,0,0.007874,0.031496,0.19685,0.181102,-0.125984,0.19685,0.007874,-0.015748,0.007874,0,-0.007874,-0.070866,0.015748,0.01123,-0.350159,-0.613647,0.707581,-0.494629,-0.901367,0.012207,-0.0625,-0.75,-2.5,1,0
5464,'2019/02/13 20:53:10:008',10,0.023622,0,0.047244,0.086614,0.149606,0.133858,0.149606,-0.015748,-0.070866,-0.023622,-0.031496,-0.062992,0.007874,0.03937,-0.133858,0.047244,0.011414,-0.350037,-0.613586,0.707764,-0.514648,-0.891113,-0.003906,0.125,-0.5625,-0.9375,1,0
5465,'2019/02/13 20:53:10:039',10,0.07874,0.007874,0.007874,0,0.031496,0.015748,-0.047244,-0.031496,0.149606,0.007874,0.007874,0.031496,0.007874,0.03937,0,0.015748,0.01123,-0.350281,-0.613892,0.707336,-0.517578,-0.908691,-0.013184,-2,0.75,-0.0625,1,0
5466,'2019/02/13 20:53:10:070',10,0.03937,-0.015748,0.007874,0.03937,0.055118,-0.07874,-0.125984,0.007874,0.228346,-0.03937,-0.007874,0.007874,-0.070866,-0.133858,0,-0.125984,0.010925,-0.35083,-0.614502,0.706543,-0.490723,-0.919434,-0.018066,-2.375,0.8125,0.9375,1,0
5467,'2019/02/13 20:53:10:107',10,-0.188976,-0.047244,-0.015748,0,-0.055118,0.086614,-0.086614,-0.244094,-0.047244,0.015748,-0.031496,-0.047244,-0.07874,-0.102362,0.007874,0.094488,0.010071,-0.350342,-0.614624,0.706665,-0.508789,-0.931152,0.012207,-0.4375,-3.3125,0.875,1,0
5468,'2019/02/13 20:53:10:143',10,0.07874,0.023622,0.007874,0.03937,-0.03937,-0.149606,0.055118,0,-0.03937,0,0.031496,0.047244,0.102362,0.15748,0.03937,-0.007874,0.009644,-0.349915,-0.613953,0.707458,-0.507324,-0.912598,0.007813,4.25,-4.375,1.375,1,0
5469,'2019/02/13 20:53:10:167',10,-0.244094,-0.023622,-0.031496,-0.03937,-0.031496,0.07874,0.055118,-0.03937,0.149606,0.055118,0.031496,0.03937,0.086614,0.133858,0.125984,0.094488,0.008362,-0.349243,-0.613647,0.708069,-0.486328,-0.90625,0.020996,-0.75,-2.875,2.9375,1,0
5470,'2019/02/13 20:53:10:211',10,-0.322835,0.007874,-0.015748,-0.007874,-0.007874,0.149606,0.062992,-0.133858,0.19685,0.007874,0.03937,0.03937,0.023622,0,-0.055118,0.125984,0.007813,-0.349243,-0.612976,0.708679,-0.504883,-0.900391,0.029785,0.375,-0.0625,1.625,1,0
5471,'2019/02/13 20:53:10:240',10,-0.023622,0,-0.007874,-0.015748,0.023622,-0.094488,-0.070866,-0.188976,0.141732,0.007874,0,0.007874,-0.03937,0.102362,0.102362,0.03937,0.007507,-0.349365,-0.612671,0.708923,-0.506348,-0.906738,0.031738,-0.125,-0.0625,2.375,1,0
5472,'2019/02/13 20:53:10:272',10,-0.401575,0.007874,0.023622,0.031496,0.03937,-0.149606,-0.15748,-0.181102,0.173228,-0.031496,-0.031496,-0.023622,0,0.015748,-0.102362,0.125984,0.006714,-0.349426,-0.612061,0.709351,-0.484863,-0.898438,0.010742,1.0625,-1.4375,3,1,0
5473,'2019/02/13 20:53:10:309',10,-0.03937,-0.007874,-0.062992,-0.102362,-0.102362,-0.220472,-0.11811,0.047244,-0.149606,0,0.015748,0.047244,0.110236,0.204724,-0.07874,-0.188976,0.005981,-0.34967,-0.611938,0.709412,-0.477539,-0.894531,0,-0.25,-1.1875,3.125,1,0
5474,'2019/02/13 20:53:10:346',10,-0.062992,-0.007874,-0.007874,-0.03937,-0.023622,0.015748,-0.062992,-0.070866,-0.015748,-0.015748,-0.03937,-0.062992,-0.023622,-0.023622,0.11811,0.03937,0.005615,-0.349854,-0.611877,0.709351,-0.491699,-0.886719,-0.005859,-0.3125,-0.8125,2.5625,1,0
5475,'2019/02/13 20:53:10:368',10,-0.141732,-0.03937,0,-0.031496,-0.015748,-0.165354,-0.181102,-0.173228,-0.007874,-0.070866,-0.03937,-0.07874,-0.149606,-0.070866,0.094488,-0.007874,0.004578,-0.35022,-0.612122,0.708984,-0.505859,-0.899902,-0.003906,-2.3125,-1.3125,2.125,1,0
5476,'2019/02/13 20:53:10:406',10,0.141732,0,-0.015748,0.007874,-0.023622,0,-0.055118,-0.015748,-0.181102,-0.015748,-0.031496,-0.015748,-0.03937,-0.102362,0.03937,-0.062992,0.003357,-0.350403,-0.61261,0.708496,-0.496582,-0.875488,-0.004395,-2,-1.8125,2.1875,1,0
5477,'2019/02/13 20:53:10:442',10,-0.015748,0.031496,-0.007874,-0.015748,0.015748,0.007874,0.133858,0.047244,0,0.047244,-0.007874,-0.015748,0.015748,-0.007874,-0.188976,-0.110236,0.002808,-0.350159,-0.612549,0.708618,-0.497559,-0.875,0.014648,-1.3125,-2.8125,1.25,1,0
5478,'2019/02/13 20:53:10:473',10,0.173228,-0.015748,0.015748,0.062992,0.062992,0.094488,-0.102362,0,0.125984,-0.015748,-0.015748,-0.055118,-0.007874,-0.03937,-0.015748,-0.055118,0.001953,-0.349243,-0.612488,0.709167,-0.496582,-0.88623,0.022461,-1.0625,-3.875,1.3125,1,0
5479,'2019/02/13 20:53:10:511',10,-0.637795,0.015748,-0.047244,-0.07874,0.031496,0.047244,-0.007874,-0.212598,0.07874,-0.015748,0,0,0.015748,0.007874,-0.023622,-0.007874,0.001709,-0.348206,-0.612122,0.709961,-0.490723,-0.883789,0.028809,1.625,-1.625,-1.5625,1,0
5480,'2019/02/13 20:53:10:542',10,0.086614,-0.031496,0,0.062992,0.03937,0.03937,-0.165354,-0.062992,-0.11811,-0.015748,-0.031496,-0.031496,0,0.070866,-0.102362,-0.062992,0.001892,-0.347839,-0.612183,0.710083,-0.499023,-0.899414,0.037109,-1.0625,-0.375,-1.8125,1,0
5481,'2019/02/13 20:53:10:589',10,-0.251969,0.007874,-0.023622,-0.03937,-0.031496,-0.055118,0.086614,-0.228346,0.259843,-0.015748,0,0.047244,0.047244,0.055118,-0.086614,0.070866,0.002197,-0.347717,-0.612427,0.709961,-0.498535,-0.879395,0.020508,-0.8125,1.0625,-1.25,1,0
5482,'2019/02/13 20:53:10:609',10,0.03937,-0.023622,0.047244,0.07874,0.07874,0.149606,0.204724,0.094488,0.007874,0,-0.031496,-0.055118,-0.03937,-0.133858,-0.047244,-0.031496,0.003174,-0.346863,-0.612549,0.710266,-0.484863,-0.904785,0.019531,2.25,-0.25,-3.25,1,0
5483,'2019/02/13 20:53:10:637',10,0.03937,0.023622,-0.03937,-0.031496,-0.03937,-0.173228,-0.220472,-0.102362,-0.094488,-0.015748,0.007874,0,-0.015748,-0.102362,-0.11811,-0.03937,0.003601,-0.346558,-0.612366,0.710571,-0.510742,-0.894531,0.018066,2.3125,-0.4375,-2.9375,1,0
5484,'2019/02/13 20:53:10:672',10,0.133858,0,0.007874,0.031496,-0.047244,0.110236,0.23622,0.244094,0.015748,0.023622,0.023622,0.023622,0.047244,-0.015748,-0.094488,-0.07874,0.003906,-0.345886,-0.612366,0.710876,-0.498047,-0.87793,0.008789,1.5625,-0.625,-2.75,1,0
5485,'2019/02/13 20:53:10:713',10,-0.031496,-0.023622,0.03937,0.031496,0.023622,0.102362,0.15748,0.417323,-0.070866,0,0,0.055118,0.062992,0.007874,-0.03937,-0.141732,0.004639,-0.34552,-0.612793,0.710693,-0.516113,-0.90918,0.006348,-2.0625,0.75,-2.4375,1,0
5486,'2019/02/13 20:53:10:743',10,0.007874,-0.031496,-0.007874,0.031496,0.03937,0.149606,-0.102362,-0.023622,-0.181102,0,-0.023622,-0.055118,-0.031496,0.133858,0.165354,-0.023622,0.004761,-0.34552,-0.61322,0.710327,-0.490234,-0.88916,-0.004883,-2.1875,0.5625,-1.375,1,0
5487,'2019/02/13 20:53:10:782',10,0.228346,-0.03937,-0.03937,-0.047244,-0.086614,-0.094488,-0.023622,-0.031496,0.047244,-0.031496,0.031496,0.094488,0.094488,0.07874,0.110236,0.133858,0.005188,-0.345215,-0.614014,0.709778,-0.501465,-0.90918,-0.002441,-1,0.25,-2.125,1,0
5488,'2019/02/13 20:53:10:819',10,-0.102362,0.023622,0.031496,0.03937,0.023622,-0.007874,0.251969,-0.047244,0.094488,0,-0.015748,-0.055118,-0.03937,-0.047244,-0.181102,0,0.005249,-0.344971,-0.614319,0.709656,-0.5,-0.893555,0.025879,-1.125,-0.0625,-0.6875,1,0
5489,'2019/02/13 20:53:10:840',10,-0.062992,0.007874,-0.023622,-0.055118,0,-0.031496,0.062992,-0.031496,0.125984,-0.031496,-0.007874,0.03937,0.015748,-0.070866,0.03937,0.110236,0.005249,-0.344971,-0.614319,0.709656,-0.498047,-0.908691,0.010742,-0.8125,0.375,-0.625,1,0
5490,'2019/02/13 20:53:10:871',10,0.385827,-0.03937,-0.055118,-0.125984,-0.094488,-0.031496,-0.086614,0.062992,0.055118,0.007874,0.070866,0.110236,0.086614,0.181102,0.228346,0.031496,0.005066,-0.344971,-0.61438,0.709595,-0.490234,-0.907715,0.026855,-0.625,0.125,-0.625,1,0
5491,'2019/02/13 20:53:10:908',10,0.086614,-0.047244,-0.015748,0.007874,0.007874,-0.102362,0.015748,0.047244,-0.047244,-0.007874,0.047244,0.023622,0.03937,0.11811,0.015748,-0.055118,0.00531,-0.344055,-0.61377,0.710571,-0.488281,-0.910156,0.033691,0.8125,-1.5625,-1.25,1,0
5492,'2019/02/13 20:53:10:943',10,0.047244,0.007874,0,0.023622,0.062992,0.165354,-0.165354,0.047244,0.188976,-0.03937,0.015748,0.023622,0.023622,0.149606,0.401575,0.204724,0.00531,-0.343811,-0.613708,0.710754,-0.492676,-0.916016,0.021484,-0.0625,-1.0625,0,1,0
5493,'2019/02/13 20:53:10:976',10,0.062992,-0.023622,-0.007874,-0.007874,0.023622,0,-0.007874,0.330709,0.275591,-0.03937,-0.023622,0,-0.031496,0.047244,0.149606,0.070866,0.005798,-0.343689,-0.613708,0.710815,-0.478516,-0.90332,0.010742,1.375,1.1875,-1.0625,1,0
5494,'2019/02/13 20:53:11:022',10,0.133858,-0.015748,-0.007874,0.015748,0,-0.070866,-0.015748,0.031496,-0.204724,-0.03937,-0.047244,-0.047244,-0.015748,0.102362,0.03937,0.047244,0.006348,-0.343994,-0.614014,0.710388,-0.492188,-0.913086,0.015137,-2.875,1.6875,0.0625,1,0
5495,'2019/02/13 20:53:11:043',10,0.220472,-0.015748,0.007874,0,0,-0.007874,-0.346457,0.055118,-0.062992,-0.015748,-0.023622,-0.03937,0.015748,0.244094,0.330709,0.094488,0.006531,-0.344116,-0.614075,0.710266,-0.491211,-0.907715,0.006348,0.0625,1.1875,0.25,1,0
5496,'2019/02/13 20:53:11:075',10,0.19685,-0.015748,0.031496,0.015748,0.055118,0.03937,-0.110236,-0.007874,-0.03937,0.015748,-0.023622,-0.03937,-0.007874,0.086614,0.062992,-0.070866,0.006348,-0.34436,-0.614014,0.710205,-0.481445,-0.897949,0.012695,-0.625,-0.625,0.4375,1,0
5497,'2019/02/13 20:53:11:111',10,0,-0.031496,-0.031496,-0.007874,-0.015748,-0.094488,-0.070866,-0.07874,0.19685,-0.031496,0,-0.023622,-0.03937,0.047244,0.007874,-0.125984,0.006653,-0.344299,-0.613892,0.710327,-0.501953,-0.902832,0.006348,-0.5,0.4375,-0.875,1,0
5498,'2019/02/13 20:53:11:146',10,0.149606,0.007874,-0.007874,-0.015748,0.047244,0.07874,-0.007874,0.125984,-0.448819,0.007874,-0.03937,-0.047244,-0.086614,-0.102362,-0.007874,-0.15748,0.006836,-0.344299,-0.614075,0.710144,-0.487793,-0.916992,0.015625,-1.625,1.1875,-0.3125,1,0
5499,'2019/02/13 20:53:11:178',10,-0.11811,-0.007874,-0.070866,-0.070866,-0.086614,-0.047244,-0.188976,-0.188976,0.023622,-0.007874,0,0,-0.070866,-0.149606,0.228346,0.11811,0.006958,-0.344482,-0.614258,0.7099,-0.472168,-0.893066,0.012207,-1.9375,0.6875,0.5,1,0
5500,'2019/02/13 20:53:11:216',10,0.047244,-0.015748,-0.031496,0,0.03937,0.023622,0.062992,0.23622,-0.007874,0,-0.03937,-0.023622,-0.023622,-0.03937,-0.181102,-0.070866,0.007141,-0.344116,-0.614319,0.710022,-0.475586,-0.904785,0.01123,0.125,-1,-1.0625,1,0
5501,'2019/02/13 20:53:11:254',10,-0.125984,0,-0.015748,-0.007874,-0.03937,0.047244,0,-0.11811,-0.590551,0.015748,-0.023622,0,-0.03937,-0.181102,-0.070866,0.015748,0.007141,-0.343994,-0.614502,0.7099,-0.489258,-0.915527,0.010254,-1.25,-0.3125,-0.125,1,0
5502,'2019/02/13 20:53:11:275',10,-0.031496,0.023622,0.015748,0,0.007874,-0.015748,0.086614,0.03937,-0.133858,-0.007874,-0.015748,-0.031496,-0.03937,-0.015748,-0.07874,-0.070866,0.007568,-0.34375,-0.61438,0.710144,-0.498047,-0.916504,0.015137,1.5625,0.4375,-1.875,1,0
5503,'2019/02/13 20:53:11:313',10,0,0.007874,0.03937,0.023622,-0.070866,0.047244,0.062992,0.141732,0.346457,-0.03937,-0.023622,-0.055118,0.023622,0.055118,0.11811,0.228346,0.007385,-0.343689,-0.614563,0.710022,-0.483398,-0.907227,0.008789,-1.5625,-0.75,0.75,1,0
5504,'2019/02/13 20:53:11:343',10,0.149606,0.03937,-0.015748,-0.031496,-0.03937,0.007874,0.291339,0.19685,0.125984,0.015748,0,0.031496,0.031496,-0.070866,-0.141732,-0.047244,0.007385,-0.343506,-0.614136,0.71051,-0.492188,-0.912598,0.025391,2.25,-1.125,0.1875,1,0
5505,'2019/02/13 20:53:11:376',10,-0.724409,-0.015748,-0.03937,-0.023622,0.007874,0.062992,-0.15748,-0.401575,0.354331,-0.047244,-0.03937,-0.031496,-0.070866,-0.125984,0.062992,0.133858,0.007874,-0.343384,-0.613708,0.710938,-0.492188,-0.904785,0,1.0625,0.75,0.0625,1,0
