@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
4767,'2019/02/13 20:52:28:130',8,0,-0.047244,-0.007874,-0.015748,0,-0.015748,-0.015748,-0.015748,-0.007874,-0.023622,-0.031496,-0.015748,0,-0.007874,-0.015748,0.015748,-0.111145,-0.197327,-0.460693,0.858215,-0.445801,-0.756836,0.513672,-0.6875,-0.1875,-0.6875,0,0
4768,'2019/02/13 20:52:28:137',8,-0.023622,-0.031496,-0.015748,-0.007874,0,-0.015748,0,-0.015748,0.007874,-0.047244,-0.03937,-0.007874,-0.007874,-0.015748,-0.023622,-0.015748,-0.111145,-0.197327,-0.460632,0.858215,-0.450195,-0.759766,0.512695,0.4375,0.3125,-0.4375,0,0
4769,'2019/02/13 20:52:28:165',8,-0.015748,0,0,-0.007874,-0.007874,-0.015748,-0.023622,-0.015748,0,-0.031496,0.007874,-0.007874,0,0,-0.015748,0,-0.111145,-0.197327,-0.460632,0.858215,-0.451172,-0.750977,0.51123,0.9375,0.875,-0.25,0,0
4770,'2019/02/13 20:52:28:206',8,-0.007874,0,0.055118,0.023622,0.007874,0,-0.023622,-0.007874,-0.015748,-0.031496,-0.015748,-0.031496,0,0,0.007874,-0.007874,-0.110901,-0.197815,-0.460632,0.858154,-0.446777,-0.75293,0.506836,-0.375,1.6875,0,0,0
4771,'2019/02/13 20:52:28:241',8,-0.007874,-0.015748,-0.047244,0,-0.007874,0.007874,-0.015748,-0.007874,0,-0.007874,0,0,0.015748,0,-0.007874,-0.015748,-0.110718,-0.198425,-0.460754,0.857971,-0.445313,-0.757813,0.507324,-0.125,2.1875,0.4375,0,0
4772,'2019/02/13 20:52:28:280',8,0,-0.015748,-0.094488,-0.015748,-0.007874,0,0,0,-0.007874,0,0.062992,0.023622,0,-0.015748,-0.007874,0,-0.110596,-0.19873,-0.460754,0.85791,-0.447754,-0.75293,0.501953,0.0625,2,0.25,0,0
4773,'2019/02/13 20:52:28:301',8,-0.007874,-0.023622,0.015748,-0.015748,-0.015748,-0.015748,-0.007874,-0.007874,-0.007874,-0.007874,-0.007874,-0.007874,-0.007874,-0.007874,-0.015748,-0.023622,-0.110474,-0.198975,-0.460693,0.85791,-0.449219,-0.75,0.504883,0.25,0.9375,-0.4375,0,0
4774,'2019/02/13 20:52:28:339',8,-0.007874,-0.023622,0.015748,0.007874,0,-0.015748,-0.007874,0,-0.023622,-0.031496,0.015748,-0.015748,-0.015748,-0.007874,-0.015748,-0.015748,-0.110474,-0.198975,-0.460632,0.85791,-0.446289,-0.756836,0.508301,-0.25,0,0,0,0
4775,'2019/02/13 20:52:28:367',8,-0.007874,-0.007874,0.007874,-0.007874,-0.007874,0.007874,-0.007874,-0.015748,0,0,-0.007874,0.007874,0.007874,0,0,0.007874,-0.110413,-0.198914,-0.460449,0.858032,-0.445313,-0.760254,0.505859,1.25,-0.1875,0.1875,0,0
4776,'2019/02/13 20:52:28:399',8,-0.007874,0.007874,0.110236,0.023622,0.007874,0,-0.007874,0,-0.007874,0.007874,-0.062992,-0.03937,0.007874,-0.015748,0.007874,0,-0.110474,-0.198975,-0.460144,0.858154,-0.446289,-0.745117,0.509277,0.4375,-0.4375,0.375,0,0
4777,'2019/02/13 20:52:28:442',8,-0.007874,-0.007874,0.007874,-0.007874,-0.007874,-0.007874,-0.031496,-0.015748,-0.015748,-0.007874,-0.03937,-0.015748,-0.015748,-0.023622,-0.007874,0.007874,-0.110474,-0.198914,-0.460083,0.858215,-0.446777,-0.749023,0.51123,0.5,-0.125,0,0,0
4778,'2019/02/13 20:52:28:481',8,-0.007874,0.007874,-0.086614,0,0.007874,-0.023622,0.007874,0.007874,0,-0.031496,0.086614,0.015748,-0.015748,-0.007874,-0.023622,0,-0.110413,-0.198914,-0.459839,0.858337,-0.44873,-0.754395,0.518066,1.125,0.1875,-0.125,0,0
4779,'2019/02/13 20:52:28:512',8,0,-0.03937,-0.015748,0,-0.023622,0.007874,-0.015748,-0.015748,-0.015748,0.007874,-0.062992,-0.015748,0.015748,-0.015748,-0.023622,-0.023622,-0.110474,-0.198914,-0.459778,0.858398,-0.45166,-0.755859,0.507813,-0.4375,0.1875,0,0,0
4780,'2019/02/13 20:52:28:541',8,-0.007874,-0.007874,0.023622,-0.015748,0,-0.007874,-0.023622,-0.007874,-0.023622,-0.015748,-0.031496,-0.007874,-0.015748,-0.007874,0,-0.007874,-0.110352,-0.199036,-0.459473,0.858582,-0.450684,-0.758301,0.505859,2.25,0.1875,0,0,0
4781,'2019/02/13 20:52:28:570',8,0,-0.031496,-0.007874,-0.007874,-0.007874,0.007874,0,-0.007874,-0.007874,-0.023622,-0.07874,-0.007874,0.007874,-0.007874,0,-0.007874,-0.110352,-0.199097,-0.459106,0.858704,-0.448242,-0.74707,0.507813,1.625,0.125,0.3125,0,0
4782,'2019/02/13 20:52:28:601',8,-0.015748,-0.047244,-0.031496,-0.023622,0,-0.015748,0,-0.007874,0.007874,-0.015748,0.055118,-0.007874,0.007874,0.015748,0.007874,0.015748,-0.110352,-0.199097,-0.459106,0.858704,-0.450195,-0.76123,0.507813,0.375,0.0625,0.5625,0,0
4783,'2019/02/13 20:52:28:640',8,-0.007874,-0.023622,0.007874,0,-0.007874,0.007874,-0.015748,-0.007874,-0.007874,-0.023622,0.007874,-0.007874,0.015748,0,0.023622,-0.015748,-0.110474,-0.199402,-0.458496,0.858948,-0.450684,-0.750488,0.50293,2.1875,0.125,1.125,0,0
4784,'2019/02/13 20:52:28:671',8,0.007874,0,-0.015748,0,-0.007874,-0.023622,0,-0.007874,0,-0.007874,-0.086614,-0.031496,0.007874,-0.015748,-0.023622,-0.007874,-0.110657,-0.199585,-0.458191,0.85907,-0.450684,-0.744629,0.506348,1.3125,0.0625,1.3125,0,0
4785,'2019/02/13 20:52:28:698',8,-0.007874,0,-0.055118,-0.015748,0.007874,-0.007874,0,0,-0.007874,-0.015748,-0.015748,-0.023622,-0.015748,-0.015748,0,0,-0.111084,-0.199768,-0.458008,0.85907,-0.454102,-0.752441,0.508789,0.3125,0,1.1875,0,0
4786,'2019/02/13 20:52:28:751',8,0,-0.007874,-0.031496,-0.015748,0,-0.023622,-0.007874,-0.007874,0.007874,-0.015748,-0.062992,-0.023622,-0.047244,-0.007874,-0.007874,0,-0.111267,-0.200073,-0.457397,0.859253,-0.453125,-0.739746,0.503906,1.3125,0.125,0.75,0,0
4787,'2019/02/13 20:52:28:773',8,-0.015748,-0.007874,0.007874,-0.007874,-0.007874,0,-0.023622,-0.007874,-0.007874,0.015748,0.007874,0.015748,0.007874,0.007874,0,-0.007874,-0.111267,-0.200073,-0.457397,0.859314,-0.453125,-0.73877,0.507324,-0.25,0.0625,0.625,0,0
4788,'2019/02/13 20:52:28:804',8,-0.007874,-0.007874,-0.062992,-0.015748,0,-0.015748,-0.023622,-0.015748,0,-0.015748,-0.015748,-0.015748,-0.015748,-0.007874,0.015748,0.007874,-0.111267,-0.200134,-0.457397,0.859253,-0.456543,-0.755371,0.501953,0.25,-0.5,0.4375,0,0
4789,'2019/02/13 20:52:28:840',8,0.007874,-0.015748,-0.015748,0,-0.015748,0,0,-0.007874,-0.015748,-0.007874,0,-0.007874,0,-0.031496,-0.015748,-0.007874,-0.111511,-0.199951,-0.457031,0.859497,-0.450684,-0.741699,0.505371,0.5625,-1.0625,0.625,0,0
4790,'2019/02/13 20:52:28:874',8,-0.015748,-0.047244,0.007874,-0.007874,0.007874,-0.015748,-0.023622,-0.015748,0,-0.023622,0.007874,0,0,0,0.007874,0,-0.111694,-0.199829,-0.45697,0.859497,-0.445801,-0.743652,0.509277,-0.375,-1.1875,0.75,0,0
4791,'2019/02/13 20:52:28:910',8,0,-0.015748,-0.023622,-0.015748,-0.007874,-0.015748,-0.007874,-0.015748,0,-0.031496,-0.031496,-0.015748,-0.023622,-0.007874,0,-0.007874,-0.112122,-0.199524,-0.456909,0.859558,-0.449707,-0.748047,0.509277,-0.25,-1.3125,0.375,0,0
4792,'2019/02/13 20:52:28:946',8,-0.007874,-0.015748,-0.03937,-0.015748,0,0,-0.031496,-0.007874,-0.007874,-0.007874,0.015748,0,-0.007874,-0.007874,-0.007874,-0.007874,-0.112244,-0.199402,-0.456787,0.859619,-0.446289,-0.745605,0.51123,-0.0625,-0.875,0.1875,0,0
4793,'2019/02/13 20:52:28:967',8,-0.007874,-0.007874,-0.062992,-0.031496,0,-0.007874,-0.007874,-0.007874,-0.015748,0.007874,0,0,-0.007874,-0.007874,0,-0.007874,-0.112244,-0.199402,-0.456726,0.85968,-0.448242,-0.74707,0.515625,-1,-0.5625,0.5,0,0
4794,'2019/02/13 20:52:29:000',8,-0.015748,-0.015748,-0.047244,-0.031496,-0.015748,-0.015748,-0.015748,-0.023622,-0.015748,-0.023622,0.015748,0,-0.015748,-0.015748,0,-0.007874,-0.112244,-0.199402,-0.456726,0.85968,-0.45166,-0.743652,0.518066,-0.4375,-0.125,0.625,0,0
4795,'2019/02/13 20:52:29:044',8,0,-0.007874,0.03937,0.007874,-0.007874,-0.007874,-0.007874,0,-0.007874,-0.015748,0.007874,-0.03937,-0.015748,-0.007874,-0.007874,-0.015748,-0.112671,-0.199463,-0.456787,0.859558,-0.455078,-0.749023,0.515137,-0.9375,-0.1875,1,0,0
4796,'2019/02/13 20:52:29:073',8,-0.007874,-0.031496,-0.031496,-0.015748,0.007874,-0.015748,0.007874,0.007874,0,0.031496,0.023622,0.023622,-0.015748,0.007874,-0.015748,-0.007874,-0.112671,-0.199463,-0.456787,0.859558,-0.455566,-0.746582,0.511719,0.25,-0.25,0.8125,0,0
4797,'2019/02/13 20:52:29:110',8,-0.007874,0.007874,-0.007874,-0.007874,0.015748,0,0.007874,0.007874,-0.023622,-0.031496,0,-0.023622,0.007874,-0.007874,-0.007874,-0.007874,-0.112732,-0.199463,-0.456726,0.859558,-0.453613,-0.747559,0.519043,-0.4375,-0.5625,0.5625,0,0
4798,'2019/02/13 20:52:29:149',8,-0.015748,-0.015748,-0.047244,-0.023622,-0.007874,-0.015748,-0.015748,-0.015748,-0.007874,-0.007874,0.015748,0,-0.015748,-0.007874,0,-0.023622,-0.112732,-0.199463,-0.456665,0.859619,-0.44873,-0.749512,0.521484,-0.6875,-0.1875,0.9375,0,0
4799,'2019/02/13 20:52:29:173',8,-0.007874,-0.015748,-0.03937,-0.015748,0,-0.015748,-0.007874,0,0.007874,-0.031496,-0.031496,-0.015748,0.007874,-0.007874,-0.015748,-0.007874,-0.112854,-0.199524,-0.456604,0.85968,-0.445801,-0.746582,0.512207,0.25,0.0625,1,0,0
4800,'2019/02/13 20:52:29:201',8,-0.015748,-0.023622,0.007874,0,0,-0.015748,-0.015748,-0.015748,-0.023622,-0.015748,-0.007874,0.007874,0.007874,-0.007874,-0.007874,0,-0.113098,-0.199707,-0.456238,0.859741,-0.449219,-0.746094,0.51709,0.0625,0.3125,1.125,0,0
4801,'2019/02/13 20:52:29:239',8,-0.007874,-0.007874,-0.062992,-0.031496,-0.007874,0,-0.015748,-0.015748,-0.015748,-0.015748,-0.007874,0.007874,0.007874,-0.023622,0,-0.007874,-0.113342,-0.200012,-0.456238,0.859619,-0.447266,-0.74707,0.517578,-0.4375,0.875,1.0625,0,0
4802,'2019/02/13 20:52:29:270',8,-0.015748,-0.03937,-0.015748,-0.007874,0,0,-0.007874,-0.015748,-0.015748,0.007874,0.007874,-0.015748,-0.015748,-0.031496,-0.015748,-0.023622,-0.113342,-0.200195,-0.456116,0.85968,-0.446289,-0.745605,0.516113,0.3125,1,0.9375,0,0
4803,'2019/02/13 20:52:29:314',8,-0.007874,-0.031496,0,-0.007874,-0.015748,-0.007874,-0.023622,0,-0.015748,0.031496,-0.015748,-0.023622,-0.015748,-0.015748,-0.031496,-0.023622,-0.113403,-0.200623,-0.455872,0.85968,-0.44873,-0.737305,0.518066,0,1.3125,0.75,0,0
4804,'2019/02/13 20:52:29:344',8,-0.007874,-0.023622,0.023622,0.015748,0,-0.015748,-0.015748,-0.015748,-0.007874,-0.031496,-0.03937,-0.007874,-0.015748,-0.015748,-0.015748,-0.007874,-0.113281,-0.20105,-0.455688,0.85968,-0.453125,-0.744141,0.51416,0.25,1.5625,0.0625,0,0
4805,'2019/02/13 20:52:29:373',8,0.007874,-0.015748,0.070866,0.015748,0.007874,0.007874,0.007874,0.015748,-0.015748,-0.007874,-0.047244,-0.023622,-0.015748,-0.023622,-0.015748,0,-0.112976,-0.201233,-0.455444,0.859802,-0.44873,-0.740723,0.518555,1.25,1.625,-0.6875,0,0
4806,'2019/02/13 20:52:29:404',8,0,-0.007874,0.007874,-0.015748,-0.015748,-0.007874,0,-0.023622,-0.031496,0,0.007874,0,-0.007874,0,0,0,-0.112488,-0.201538,-0.455505,0.859802,-0.45459,-0.742188,0.512207,-1,1.3125,-1.0625,0,0
4807,'2019/02/13 20:52:29:448',8,-0.015748,-0.007874,0.03937,0,0,-0.023622,-0.015748,-0.015748,0,-0.007874,-0.047244,-0.007874,0,0,0,0,-0.112305,-0.201599,-0.455627,0.859741,-0.455078,-0.754395,0.515625,0.875,0.875,-0.5,0,0
4808,'2019/02/13 20:52:29:470',8,-0.007874,-0.023622,-0.03937,-0.015748,-0.015748,-0.023622,-0.023622,-0.007874,0.015748,-0.023622,-0.015748,0,0,-0.007874,-0.007874,-0.007874,-0.112183,-0.201721,-0.455444,0.859802,-0.45459,-0.74707,0.504883,1.4375,0.75,-0.3125,0,0
4809,'2019/02/13 20:52:29:501',8,-0.015748,-0.007874,0.03937,0.007874,-0.015748,-0.023622,0.007874,0,0.007874,-0.023622,0,-0.015748,-0.007874,-0.007874,-0.03937,-0.007874,-0.112122,-0.201904,-0.455505,0.859741,-0.458496,-0.741699,0.509766,-0.4375,1.0625,-0.125,0,0
4810,'2019/02/13 20:52:29:554',8,-0.007874,-0.031496,0.007874,-0.031496,-0.007874,-0.007874,0.007874,0.007874,-0.007874,-0.015748,0.031496,0,0.007874,-0.007874,-0.015748,-0.023622,-0.111938,-0.202393,-0.455688,0.859558,-0.460938,-0.747559,0.510742,-0.375,1.375,-0.3125,0,0
4811,'2019/02/13 20:52:29:583',8,0,-0.007874,0.023622,0.007874,-0.015748,0.007874,0.007874,-0.007874,-0.007874,-0.015748,0,0,0.007874,-0.015748,-0.007874,-0.023622,-0.111755,-0.202576,-0.455566,0.859619,-0.458496,-0.743652,0.513672,0.6875,1.5,-0.375,0,0
4812,'2019/02/13 20:52:29:607',8,-0.007874,-0.03937,-0.015748,0,-0.007874,-0.015748,-0.007874,-0.015748,0,-0.007874,0.015748,0.023622,0,0.007874,0.007874,0,-0.111633,-0.203125,-0.455444,0.859558,-0.461914,-0.742188,0.513184,-0.0625,1.25,0,0,0
4813,'2019/02/13 20:52:29:643',8,-0.007874,-0.015748,-0.015748,0.007874,0.015748,-0.007874,-0.055118,-0.03937,-0.015748,-0.015748,-0.165354,-0.023622,-0.007874,-0.007874,0,-0.007874,-0.111572,-0.203613,-0.455261,0.859558,-0.466309,-0.742188,0.513184,0.0625,1.1875,0.25,0,0
4814,'2019/02/13 20:52:29:673',8,0,0,-0.007874,0.007874,0.007874,-0.007874,0.007874,-0.015748,0.007874,-0.031496,-0.015748,0.007874,0.007874,0,-0.015748,0,-0.111511,-0.203857,-0.4552,0.859497,-0.460449,-0.743652,0.51123,0.0625,1.125,0.1875,0,0
4815,'2019/02/13 20:52:29:705',8,0.007874,0,0,-0.023622,0,-0.015748,-0.007874,-0.015748,-0.007874,0,-0.141732,-0.023622,-0.015748,-0.015748,0,-0.007874,-0.11145,-0.204346,-0.455017,0.859497,-0.461426,-0.740723,0.509766,0.4375,1.1875,0.125,0,0
4816,'2019/02/13 20:52:29:741',8,0.007874,-0.023622,-0.062992,-0.007874,-0.007874,0,0.007874,-0.007874,0,-0.03937,-0.007874,-0.015748,-0.015748,-0.007874,0,0,-0.111328,-0.204712,-0.455078,0.859375,-0.458496,-0.740234,0.508301,-0.625,1.125,0,0,0
4817,'2019/02/13 20:52:29:777',8,0,0.007874,-0.015748,0,-0.031496,-0.015748,-0.023622,-0.007874,-0.007874,0.015748,0,-0.015748,0,-0.015748,0,0,-0.111328,-0.204956,-0.455139,0.859314,-0.464844,-0.741211,0.508301,-0.375,1,-0.0625,0,0
4818,'2019/02/13 20:52:29:801',8,-0.023622,-0.015748,-0.015748,-0.007874,0,-0.015748,0.007874,0,-0.007874,0.007874,0,-0.007874,-0.015748,0.015748,0,-0.015748,-0.111328,-0.204956,-0.455139,0.859375,-0.460938,-0.739258,0.504395,-0.0625,0.4375,-0.25,0,0
4819,'2019/02/13 20:52:29:837',8,-0.007874,-0.007874,-0.070866,-0.007874,-0.023622,-0.007874,0,0.007874,0.015748,0.007874,0.086614,0.015748,0,0,-0.015748,-0.023622,-0.111328,-0.204956,-0.455078,0.859375,-0.461426,-0.742188,0.510254,-0.4375,0.0625,-0.875,0,0
4820,'2019/02/13 20:52:29:875',8,0,-0.007874,0.007874,-0.007874,-0.023622,-0.023622,0,-0.023622,-0.023622,-0.023622,-0.055118,-0.007874,0,0.007874,0,0.007874,-0.111328,-0.204895,-0.455261,0.859314,-0.466309,-0.740723,0.508789,-1.1875,-0.375,-0.8125,0,0
4821,'2019/02/13 20:52:29:905',8,-0.007874,-0.007874,-0.031496,-0.007874,0,0.007874,-0.007874,-0.007874,0.007874,-0.007874,0,0.007874,0.007874,-0.023622,-0.007874,0,-0.111328,-0.204834,-0.455383,0.859253,-0.464844,-0.743652,0.509277,-0.1875,-0.3125,-0.3125,0,0
4822,'2019/02/13 20:52:29:944',8,-0.007874,-0.015748,0.023622,0.007874,-0.015748,0,0,-0.007874,-0.007874,-0.015748,-0.070866,-0.023622,-0.015748,-0.023622,-0.015748,0,-0.111389,-0.204895,-0.455322,0.859253,-0.463867,-0.740234,0.514648,-1,-0.1875,0.25,0,0
4823,'2019/02/13 20:52:29:981',8,-0.007874,-0.023622,-0.015748,-0.007874,-0.007874,-0.007874,-0.015748,-0.015748,0,-0.023622,0.031496,0.007874,0,-0.007874,0.015748,0.007874,-0.11145,-0.204895,-0.455566,0.859131,-0.460449,-0.745605,0.505859,-1.5,0,0.3125,0,0
4824,'2019/02/13 20:52:30:006',8,-0.007874,-0.015748,-0.047244,-0.015748,-0.007874,-0.007874,-0.03937,0,0,-0.03937,-0.031496,0.007874,0.007874,-0.007874,0,0,-0.111694,-0.204895,-0.455811,0.858948,-0.462402,-0.744629,0.513672,-1.3125,0,0.25,0,0
4825,'2019/02/13 20:52:30:040',8,0,-0.023622,-0.062992,-0.007874,0.015748,0.007874,-0.023622,0.007874,-0.015748,-0.015748,0.062992,0,-0.015748,0,0,-0.015748,-0.112,-0.204956,-0.455994,0.858765,-0.458008,-0.73877,0.508789,-1.375,-0.125,0.5,0,0
4826,'2019/02/13 20:52:30:070',8,-0.007874,0.015748,-0.023622,-0.023622,-0.023622,0,0.007874,0,-0.007874,-0.023622,-0.047244,-0.015748,-0.015748,0,-0.023622,-0.007874,-0.112122,-0.204895,-0.456116,0.858704,-0.45752,-0.745605,0.51123,-1.5,-0.25,0.5625,0,0
4827,'2019/02/13 20:52:30:102',8,0,0,-0.03937,-0.023622,0,-0.007874,-0.015748,-0.023622,-0.023622,-0.015748,-0.03937,-0.015748,0,-0.015748,0,0.007874,-0.112122,-0.204834,-0.456116,0.858765,-0.45459,-0.741211,0.518066,-0.5,-0.1875,0.0625,0,0
4828,'2019/02/13 20:52:30:147',8,0,-0.015748,0.03937,0,0.015748,-0.007874,-0.007874,0,-0.015748,-0.007874,-0.086614,-0.023622,-0.007874,-0.015748,-0.007874,-0.007874,-0.112305,-0.204651,-0.45636,0.858582,-0.457031,-0.739258,0.513672,-2.1875,-0.3125,-0.25,0,0
4829,'2019/02/13 20:52:30:175',8,-0.015748,-0.031496,-0.023622,-0.015748,0,-0.007874,-0.007874,-0.007874,0,-0.015748,-0.015748,0.015748,0,-0.007874,-0.007874,-0.015748,-0.112366,-0.20459,-0.456482,0.858582,-0.458984,-0.740723,0.514648,-1.3125,-0.1875,-0.5,0,0
4830,'2019/02/13 20:52:30:207',8,-0.007874,-0.007874,-0.047244,-0.015748,-0.007874,-0.007874,-0.015748,-0.015748,-0.007874,-0.015748,-0.03937,-0.031496,-0.031496,-0.015748,0.007874,0,-0.112366,-0.20459,-0.456421,0.858582,-0.462402,-0.742188,0.515625,-0.5,0,-0.75,0,0
4831,'2019/02/13 20:52:30:243',8,-0.007874,-0.023622,0.023622,0.015748,0,-0.015748,0,0,-0.015748,-0.015748,-0.062992,-0.015748,0,-0.007874,-0.007874,-0.007874,-0.112305,-0.20459,-0.456604,0.858521,-0.463867,-0.742676,0.506836,-1.25,0.1875,-0.875,0,0
4832,'2019/02/13 20:52:30:273',8,-0.007874,0.007874,0.023622,-0.007874,0.007874,0,0.007874,-0.015748,-0.007874,-0.031496,-0.031496,-0.007874,-0.007874,-0.015748,-0.015748,-0.007874,-0.112244,-0.20459,-0.456848,0.858398,-0.463379,-0.75,0.507813,-1.75,0.4375,-0.625,0,0
4833,'2019/02/13 20:52:30:314',8,0,0,-0.062992,-0.007874,-0.007874,-0.007874,0.015748,0.015748,-0.015748,-0.031496,0.007874,0,-0.007874,0,-0.047244,-0.023622,-0.112183,-0.20459,-0.457092,0.858276,-0.458496,-0.748535,0.507813,-0.5625,0.375,-0.4375,0,0
4834,'2019/02/13 20:52:30:342',8,0,-0.023622,0.062992,-0.015748,0,-0.007874,-0.015748,0.015748,-0.015748,-0.015748,-0.023622,-0.007874,0,-0.007874,-0.007874,-0.023622,-0.112183,-0.20459,-0.457397,0.858093,-0.460938,-0.749023,0.505371,-1.4375,0.0625,-0.25,0,0
4835,'2019/02/13 20:52:30:377',8,0,0,0.023622,0.007874,-0.007874,0,-0.015748,-0.023622,-0.007874,-0.007874,-0.023622,-0.023622,-0.007874,-0.007874,0.007874,0.007874,-0.112244,-0.20459,-0.457581,0.858032,-0.463867,-0.748535,0.508301,-1.25,0,-0.1875,0,0
4836,'2019/02/13 20:52:30:401',8,-0.007874,-0.023622,-0.015748,-0.007874,-0.015748,-0.007874,0.007874,-0.007874,0.007874,-0.015748,-0.007874,0.007874,0,-0.031496,-0.007874,-0.007874,-0.112244,-0.204529,-0.45752,0.858032,-0.454102,-0.745605,0.504883,-0.375,0.125,-0.25,0,0
4837,'2019/02/13 20:52:30:454',8,-0.007874,-0.015748,-0.047244,-0.015748,-0.007874,0,-0.007874,-0.007874,-0.007874,0.007874,0.047244,-0.007874,-0.007874,-0.015748,-0.007874,-0.007874,-0.112183,-0.204529,-0.457825,0.85791,-0.459961,-0.749023,0.509277,-1.3125,0.5625,-0.1875,0,0
4838,'2019/02/13 20:52:30:475',8,-0.007874,-0.015748,-0.03937,-0.015748,-0.007874,-0.015748,0.007874,-0.007874,0,-0.031496,0,0,0.015748,0,-0.015748,-0.007874,-0.112183,-0.204529,-0.457825,0.85791,-0.458496,-0.742676,0.512207,-0.8125,0.875,-0.3125,0,0
4839,'2019/02/13 20:52:30:507',8,-0.015748,-0.007874,-0.031496,-0.007874,0,0,-0.015748,-0.015748,0,-0.031496,0,-0.007874,0.007874,0,-0.015748,-0.007874,-0.112061,-0.204651,-0.457825,0.857849,-0.459961,-0.745605,0.503906,-0.4375,0.875,-0.6875,0,0
4840,'2019/02/13 20:52:30:543',8,-0.007874,-0.015748,0,0.007874,-0.007874,-0.023622,0,-0.015748,-0.015748,-0.031496,0.015748,-0.007874,0.007874,-0.015748,0,-0.007874,-0.111877,-0.204651,-0.457886,0.857849,-0.461914,-0.746094,0.505371,-0.3125,0.5,-1.1875,0,0
4841,'2019/02/13 20:52:30:576',8,-0.015748,0.015748,-0.007874,-0.015748,-0.007874,0,-0.023622,0,-0.007874,0,-0.015748,-0.023622,-0.015748,-0.007874,0.023622,0,-0.111877,-0.204651,-0.457886,0.857849,-0.456543,-0.747559,0.504883,-0.625,0.4375,-0.9375,0,0
4842,'2019/02/13 20:52:30:618',8,-0.015748,0.007874,0.023622,0,-0.015748,-0.015748,0,0,-0.015748,-0.023622,-0.007874,-0.015748,0.007874,-0.015748,0,-0.007874,-0.111877,-0.204651,-0.457825,0.85791,-0.458496,-0.748047,0.507324,0.5625,0.5,-0.875,0,0
4843,'2019/02/13 20:52:30:642',8,0,-0.015748,-0.031496,-0.031496,-0.007874,-0.007874,0,0,-0.015748,0.007874,0.047244,0.023622,0,-0.023622,-0.023622,-0.023622,-0.111877,-0.204651,-0.457825,0.85791,-0.459961,-0.746582,0.501465,-0.4375,0.8125,-0.5625,0,0
4844,'2019/02/13 20:52:30:677',8,0.007874,-0.031496,0.031496,-0.015748,-0.007874,-0.015748,-0.007874,0.007874,-0.007874,-0.015748,-0.015748,-0.015748,0,-0.023622,0.007874,-0.015748,-0.111877,-0.204651,-0.457825,0.85791,-0.462402,-0.746582,0.512207,-0.9375,0.9375,-0.4375,0,0
4845,'2019/02/13 20:52:30:707',8,-0.007874,0,-0.070866,-0.015748,-0.015748,-0.015748,-0.007874,-0.007874,-0.007874,0.023622,-0.007874,0.015748,-0.015748,-0.015748,-0.007874,-0.023622,-0.111633,-0.204956,-0.457703,0.85791,-0.467285,-0.740723,0.504883,0,1.125,-0.75,0,0
4846,'2019/02/13 20:52:30:748',8,-0.015748,0,-0.015748,-0.015748,-0.015748,-0.015748,0,-0.007874,0,-0.015748,0,-0.015748,-0.023622,0.007874,-0.007874,-0.007874,-0.111267,-0.205322,-0.457458,0.858032,-0.46875,-0.740723,0.507324,0.25,1.1875,-0.9375,0,0
4847,'2019/02/13 20:52:30:776',8,-0.015748,-0.007874,0.055118,0.023622,0.015748,-0.007874,-0.023622,-0.015748,0,-0.015748,-0.03937,-0.023622,0,0,0,0,-0.111145,-0.205505,-0.45752,0.857971,-0.469727,-0.739258,0.508789,-0.875,1.125,-0.9375,0,0
4848,'2019/02/13 20:52:30:816',8,-0.007874,-0.007874,0.023622,-0.007874,0,-0.007874,-0.031496,-0.007874,-0.007874,0,0.055118,-0.007874,-0.007874,-0.015748,-0.007874,0,-0.110901,-0.205811,-0.457397,0.857971,-0.475586,-0.75,0.51709,0.5625,0.6875,-1.3125,0,0
4849,'2019/02/13 20:52:30:851',8,-0.007874,-0.007874,-0.007874,-0.031496,-0.023622,0,-0.007874,-0.007874,0.007874,0,-0.031496,-0.007874,-0.015748,-0.023622,0.007874,0,-0.11084,-0.205994,-0.456909,0.858215,-0.476074,-0.73877,0.52832,0.375,0.3125,-0.75,0,0
4850,'2019/02/13 20:52:30:874',8,0,-0.015748,-0.047244,0.007874,-0.007874,-0.007874,0,0.007874,-0.015748,-0.015748,0,-0.015748,-0.015748,-0.007874,-0.007874,-0.007874,-0.11084,-0.205994,-0.456848,0.858215,-0.471191,-0.749023,0.527344,0.3125,0.125,-0.0625,0,0
